run_id,mode,op_name,shape_id,benchmark_layer,benchmark_role,category,dtype,server_name,device,backend,status,correctness,e2e_median_ms,e2e_p95_ms,profiling_available,profiling_path,custom_dir,worker_url,created_at,source,cache_key
2026-05-10_171846,baseline,relu,S1,foundation,transfer_probe,activation,float16,910b,7,torch_api,success,not_checked,0.056711,0.073431,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/relu/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:09:10.743601,reused_cache,e65ae5e1d1fbee92
2026-05-10_171846,baseline,relu,S2,foundation,transfer_probe,activation,float16,910b,7,torch_api,success,not_checked,0.057231,0.070631,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/relu/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:00.489360,reused_cache,b81b39bfd8a1e3f6
2026-05-10_171846,baseline,relu,S3,foundation,transfer_probe,activation,float16,910b,7,torch_api,success,not_checked,0.261169,0.266734,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/relu/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:10:09.358566,reused_cache,43039373a22e931c
2026-05-10_171846,baseline,rms_norm,S1,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.089212,0.111392,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/rms_norm/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:10:45.002576,reused_cache,3bfdc0be88bc162e
2026-05-10_171846,baseline,rms_norm,S2,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.125372,0.134442,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/rms_norm/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:43.683572,reused_cache,06789fe468b38e96
2026-05-10_171846,baseline,rms_norm,S3,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.145553,0.151632,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/rms_norm/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:57.536179,reused_cache,4fb469afa632f27b
2026-05-10_171846,baseline,rms_norm,S4,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.159833,0.166013,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/rms_norm/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:11:30.991338,reused_cache,5b23386481c5db5f
2026-05-10_171846,baseline,batch_mat_mul_v3,S1,foundation,transfer_probe,matmul,float16,910b,7,torch_api,success,not_checked,0.054412,0.069101,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/batch_mat_mul_v3/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:11:45.009165,reused_cache,c757913c6d9e2437
2026-05-10_171846,baseline,batch_mat_mul_v3,S2,foundation,transfer_probe,matmul,float16,910b,7,torch_api,success,not_checked,0.062376,0.079891,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/batch_mat_mul_v3/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:40.934312,reused_cache,06c5d13a26d9437c
2026-05-10_171846,baseline,batch_mat_mul_v3,S3,foundation,transfer_probe,matmul,float16,910b,7,torch_api,success,not_checked,0.05591,0.069171,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_171846/baseline/batch_mat_mul_v3/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:54.753430,reused_cache,c6aa108ffe9482aa
