run_id,mode,op_name,shape_id,benchmark_layer,benchmark_role,category,dtype,server_name,device,backend,status,correctness,e2e_median_ms,e2e_p95_ms,profiling_available,profiling_path,custom_dir,worker_url,created_at,source,cache_key
2026-05-05_170600,baseline,layer_norm_v3,S2,foundation,anchor,normalization,float16,910b,7,torch_api,success,not_checked,0.176182,0.181513,False,/home/hrl-kope/OpenOps/benchmark/results/runs/2026-05-05_170600/baseline/layer_norm_v3/S2/profiling.json,,http://127.0.0.1:9001,2026-05-05T17:06:14.707149,measured,b364820f83196b84
2026-05-05_170600,baseline,layer_norm_v3,S3,foundation,anchor,normalization,float16,910b,7,torch_api,success,not_checked,0.315775,0.320125,False,/home/hrl-kope/OpenOps/benchmark/results/runs/2026-05-05_170600/baseline/layer_norm_v3/S3/profiling.json,,http://127.0.0.1:9001,2026-05-05T17:06:28.502834,measured,aed8df2ac62cf52d
