run_id,mode,op_name,shape_id,benchmark_layer,benchmark_role,category,dtype,server_name,device,backend,status,correctness,e2e_median_ms,e2e_p95_ms,profiling_available,profiling_path,custom_dir,worker_url,created_at,source,cache_key
2026-05-10_163532,baseline,relu,S2,foundation,transfer_probe,activation,float16,910b,7,torch_api,success,not_checked,0.057231,0.070631,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/relu/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:00.489360,reused_cache,b81b39bfd8a1e3f6
2026-05-10_163532,baseline,rms_norm,S2,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.125372,0.134442,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/rms_norm/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:43.683572,reused_cache,06789fe468b38e96
2026-05-10_163532,baseline,rms_norm,S3,foundation,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.145553,0.151632,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/rms_norm/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:06:57.536179,reused_cache,4fb469afa632f27b
2026-05-10_163532,baseline,batch_mat_mul_v3,S2,foundation,transfer_probe,matmul,float16,910b,7,torch_api,success,not_checked,0.062376,0.079891,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/batch_mat_mul_v3/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:40.934312,reused_cache,06c5d13a26d9437c
2026-05-10_163532,baseline,batch_mat_mul_v3,S3,foundation,transfer_probe,matmul,float16,910b,7,torch_api,success,not_checked,0.05591,0.069171,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/batch_mat_mul_v3/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:54.753430,reused_cache,c6aa108ffe9482aa
2026-05-10_163532,baseline,avg_pool2d,S2,foundation,transfer_probe,pooling,float32,910b,7,torch_api,success,not_checked,0.193289,0.203753,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/avg_pool2d/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:08:30.364221,reused_cache,341a56f43abe9f27
2026-05-10_163532,baseline,embedding_bag,S2,foundation,transfer_probe,index,float16,910b,7,torch_api,success,not_checked,0.765697,0.783903,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/embedding_bag/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:08:58.770723,reused_cache,4cb2921e20209f89
2026-05-10_163532,baseline,add_rms_norm,S2,fusion,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.123392,0.127441,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/add_rms_norm/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:09:44.099471,reused_cache,308aa966144457e5
2026-05-10_163532,baseline,ge_glu_v2,S2,fusion,transfer_probe,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.599765,0.60515,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/ge_glu_v2/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:10:27.174043,reused_cache,9d318b1b3600e5e2
2026-05-10_163532,baseline,cross_entropy_loss,S2,fusion,transfer_probe,loss,float16,910b,7,torch_api,success,not_checked,2.99033,3.02534,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/cross_entropy_loss/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:11:12.750315,reused_cache,9fd0a57ba49b325c
2026-05-10_163532,baseline,clipped_swiglu,S2,challenge,transfer_probe,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.470388,0.480128,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/clipped_swiglu/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:12:21.346477,reused_cache,3fa08588cfe1039d
2026-05-10_163532,baseline,scaled_masked_softmax_v2,S2,challenge,transfer_probe,vfusion,float16,910b,7,torch_npu_custom_api,success,not_checked,1.412768,1.426783,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/scaled_masked_softmax_v2/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:11:36.203585,reused_cache,1aca0301e74509a3
2026-05-10_163532,baseline,add_rms_norm_dynamic_quant,S2,challenge,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/add_rms_norm_dynamic_quant/S2/profiling.json,,http://127.0.0.1:9027,2026-05-10T16:38:55.438780,measured,e5104a3635ed0069
2026-05-10_163532,baseline,add_rms_norm_dynamic_quant,S3,challenge,transfer_probe,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_163532/baseline/add_rms_norm_dynamic_quant/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T16:39:09.449434,measured,0ba6ff35ab612013
