run_id,mode,op_name,shape_id,benchmark_layer,benchmark_role,category,dtype,server_name,device,backend,status,correctness,e2e_median_ms,e2e_p95_ms,profiling_available,profiling_path,custom_dir,worker_url,created_at,source,cache_key
2026-05-05_171136,baseline,swi_glu,S2,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.473068,0.480058,False,/home/hrl-kope/OpenOps/benchmark/results/runs/2026-05-05_171136/baseline/swi_glu/S2/profiling.json,,http://127.0.0.1:9001,2026-05-05T17:11:51.360884,measured,c576f07e11f533db
2026-05-05_171136,baseline,swi_glu,S3,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.471077,0.481376,False,/home/hrl-kope/OpenOps/benchmark/results/runs/2026-05-05_171136/baseline/swi_glu/S3/profiling.json,,http://127.0.0.1:9001,2026-05-05T17:12:06.100437,measured,c90c3631eef524df
