run_id,mode,op_name,shape_id,benchmark_layer,benchmark_role,category,dtype,server_name,device,backend,status,correctness,e2e_median_ms,e2e_p95_ms,profiling_available,profiling_path,custom_dir,worker_url,created_at,source,cache_key
2026-05-10_165823,baseline,mat_mul_v3,S2,foundation,anchor,matmul,float16,910b,7,torch_api,success,not_checked,1.849075,2.139545,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/mat_mul_v3/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:11.727359,reused_cache,c517273ff0d0bfa7
2026-05-10_165823,baseline,mat_mul_v3,S3,foundation,anchor,matmul,float16,910b,7,torch_api,success,not_checked,7.188449,7.392501,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/mat_mul_v3/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:07:26.491536,reused_cache,6d72e16ca2ee3d47
2026-05-10_165823,baseline,mat_mul_v3,S4,foundation,anchor,matmul,float16,910b,7,torch_api,success,not_checked,0.079236,0.092021,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/mat_mul_v3/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:01:32.436705,measured,40991ee5be474ca1
2026-05-10_165823,baseline,mat_mul_v3,S5,foundation,anchor,matmul,float16,910b,7,torch_api,success,not_checked,3.97641,4.128407,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/mat_mul_v3/S5/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:01:46.717715,measured,4335d51d1b4e8c3a
2026-05-10_165823,baseline,conv2d_v2,S1,foundation,anchor,conv,float16,910b,7,torch_api,success,not_checked,0.157042,0.200333,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/conv2d_v2/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:02:10.665619,measured,b027584b4bab8f6f
2026-05-10_165823,baseline,conv2d_v2,S2,foundation,anchor,conv,float16,910b,7,torch_api,success,not_checked,0.146013,0.156183,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/conv2d_v2/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:08:16.057859,reused_cache,ad02ec85d707c5c5
2026-05-10_165823,baseline,conv2d_v2,S3,foundation,anchor,conv,float16,910b,7,torch_api,success,not_checked,0.181463,0.193443,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/conv2d_v2/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:02:54.464550,measured,847a32c1010410dc
2026-05-10_165823,baseline,gather_v2,S1,foundation,anchor,index,float16,910b,7,torch_api,success,not_checked,0.130618,0.143013,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gather_v2/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:03:09.295777,measured,d9ab54f7f8003bd9
2026-05-10_165823,baseline,gather_v2,S2,foundation,anchor,index,float16,910b,7,torch_api,success,not_checked,0.198114,0.201913,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gather_v2/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:08:44.554718,reused_cache,5380cc3033d72197
2026-05-10_165823,baseline,gather_v2,S3,foundation,anchor,index,float16,910b,7,torch_api,success,not_checked,13.366743,13.439359,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gather_v2/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:03:39.622155,measured,dc61bc562fb3cd2d
2026-05-10_165823,baseline,add_layer_norm,S1,fusion,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.113727,0.124551,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_layer_norm/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:03:54.941307,measured,6b002a6e3038583d
2026-05-10_165823,baseline,add_layer_norm,S2,fusion,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.175222,0.184393,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_layer_norm/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:09:14.003524,reused_cache,1d40787f8536fa43
2026-05-10_165823,baseline,add_layer_norm,S3,fusion,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.203658,0.212123,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_layer_norm/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:09:28.900719,reused_cache,3192e75e71346cb2
2026-05-10_165823,baseline,add_layer_norm,S4,fusion,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.254139,0.264915,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_layer_norm/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:04:40.431360,measured,be50ac1c51feeb4d
2026-05-10_165823,baseline,gelu_mul,S1,fusion,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.109912,0.127902,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gelu_mul/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:04:54.465080,measured,deb2832fb8dcd4d2
2026-05-10_165823,baseline,gelu_mul,S2,fusion,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,1.235885,1.245339,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gelu_mul/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:09:59.251092,reused_cache,cee87ecdf1e92b44
2026-05-10_165823,baseline,gelu_mul,S3,fusion,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,1.20661,1.21731,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gelu_mul/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:10:13.015833,reused_cache,54a488f308ab598f
2026-05-10_165823,baseline,gelu_mul,S4,fusion,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,1.907686,1.925062,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/gelu_mul/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:05:39.627290,measured,a6af98369cd78922
2026-05-10_165823,baseline,softmax_v2,S1,fusion,anchor,activation,float16,910b,7,torch_api,success,not_checked,0.084372,0.092071,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/softmax_v2/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:05:53.925107,measured,a14ee6165c7ac173
2026-05-10_165823,baseline,softmax_v2,S2,fusion,anchor,activation,float16,910b,7,torch_api,success,not_checked,0.694736,0.701382,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/softmax_v2/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:10:42.450728,reused_cache,8974259c48da0c42
2026-05-10_165823,baseline,softmax_v2,S3,fusion,anchor,activation,float16,910b,7,torch_api,success,not_checked,1.522391,1.529335,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/softmax_v2/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:10:57.322355,reused_cache,b3333a82014086ff
2026-05-10_165823,baseline,softmax_v2,S4,fusion,anchor,activation,float16,910b,7,torch_api,success,not_checked,2.595343,2.608594,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/softmax_v2/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:06:37.900469,measured,820ecdd318ff5f38
2026-05-10_165823,baseline,swi_glu,S1,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.092046,0.114081,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/swi_glu/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:06:53.149412,measured,e8f0c50cb14fd135
2026-05-10_165823,baseline,swi_glu,S2,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.473068,0.480058,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/swi_glu/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:11:51.360884,reused_cache,c576f07e11f533db
2026-05-10_165823,baseline,swi_glu,S3,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.471077,0.481376,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/swi_glu/S3/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:12:06.100437,reused_cache,c90c3631eef524df
2026-05-10_165823,baseline,swi_glu,S4,challenge,anchor,activation,float16,910b,7,torch_npu_custom_api,success,not_checked,0.831234,0.843144,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/swi_glu/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:07:39.134682,measured,cd2703d29455a8fa
2026-05-10_165823,baseline,masked_softmax_with_rel_pos_bias,S1,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.117252,0.129092,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/masked_softmax_with_rel_pos_bias/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:07:54.398174,measured,30b60be9b3d49622
2026-05-10_165823,baseline,masked_softmax_with_rel_pos_bias,S2,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.742197,0.749622,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/masked_softmax_with_rel_pos_bias/S2/profiling.json,,http://127.0.0.1:9027,2026-05-05T17:12:36.669525,reused_cache,9626f94e85f419c8
2026-05-10_165823,baseline,masked_softmax_with_rel_pos_bias,S3,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,2.861092,2.875458,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/masked_softmax_with_rel_pos_bias/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:08:26.306364,measured,3e0b4b0592feb211
2026-05-10_165823,baseline,masked_softmax_with_rel_pos_bias,S4,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,success,not_checked,0.411022,0.419026,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/masked_softmax_with_rel_pos_bias/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:08:42.408181,measured,42a56edf9d0fffe7
2026-05-10_165823,baseline,add_rms_norm_quant,S1,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_rms_norm_quant/S1/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:08:56.459479,measured,98a54a8a1176ffe2
2026-05-10_165823,baseline,add_rms_norm_quant,S2,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_rms_norm_quant/S2/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:09:25.415352,measured,e04638a843c094d2
2026-05-10_165823,baseline,add_rms_norm_quant,S3,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_rms_norm_quant/S3/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:09:40.696348,measured,f25e071895dfbcff
2026-05-10_165823,baseline,add_rms_norm_quant,S4,challenge,anchor,normalization,float16,910b,7,torch_npu_custom_api,failed,not_checked,,,False,/home/hrl-kope/AscendOpGenAgent/litebench/results/runs/2026-05-10_165823/baseline/add_rms_norm_quant/S4/profiling.json,,http://127.0.0.1:9027,2026-05-10T17:10:23.560601,measured,cecef201af4bf239
